shipment_id,product_id,stock_on_hand,recorded_at
S07721,Stable Brooms / Yard Brushes,27896,01/06/2025 16:10
S07722,Rubber Matting (for stalls and walkways),12575,21/06/2025 18:05
S07723,Shovels / Rakes,11587,30/05/2025 05:10
S07724,Water Troughs / Water Buckets,12958,31/05/2025 09:42
S07725,Stable Brooms / Yard Brushes,18122,22/06/2025 05:41
S07726,Muck Forks / Stable Forks,14561,01/06/2025 08:24
S07727,Storage Bins / Feed Storage,17056,07/06/2025 09:24
S07728,Hay Nets / Hay Bags,20988,27/05/2025 05:31
S07729,Water Troughs / Water Buckets,21438,25/05/2025 19:18
S07730,Stable Brooms / Yard Brushes,30376,29/05/2025 14:07
S07731,Muck Forks / Stable Forks,13084,13/06/2025 11:27
S07732,Muck Forks / Stable Forks,13657,15/06/2025 21:46
S07733,Rubber Matting (for stalls and walkways),16935,18/06/2025 10:59
S07734,Feed Buckets / Feed Tubs,10331,28/05/2025 14:41
S07735,Rubber Matting (for stalls and walkways),4722,08/06/2025 15:08
S07736,Shovels / Rakes,17674,19/06/2025 16:44
S07737,Storage Bins / Feed Storage,11183,24/05/2025 16:26
S07738,Shovels / Rakes,21298,31/05/2025 17:04
S07739,Storage Bins / Feed Storage,13656,09/06/2025 05:15
S07740,Storage Bins / Feed Storage,18047,26/05/2025 14:13
S07741,Water Troughs / Water Buckets,15884,28/05/2025 14:01
S07742,Water Troughs / Water Buckets,12958,31/05/2025 16:40
S07743,Hay Nets / Hay Bags,4221,07/06/2025 14:36
S07744,Manure Scoops,21462,02/06/2025 15:13
S07745,Muck Forks / Stable Forks,26202,11/06/2025 11:32
S07746,Shovels / Rakes,22664,08/06/2025 13:37
S07747,Storage Bins / Feed Storage,9039,03/06/2025 15:46
S07748,Stable Brooms / Yard Brushes,28015,24/06/2025 07:27
S07749,Feed Buckets / Feed Tubs,19048,02/06/2025 20:57
S07750,Storage Bins / Feed Storage,15222,15/06/2025 13:51
S07751,Water Troughs / Water Buckets,15884,28/05/2025 12:24
S07752,Feed Buckets / Feed Tubs,8543,24/05/2025 08:06
S07753,Stable Brooms / Yard Brushes,18023,27/05/2025 14:10
S07754,Shovels / Rakes,30565,02/06/2025 06:35
S07755,Stable Brooms / Yard Brushes,13069,26/05/2025 14:08
S07756,Water Troughs / Water Buckets,12958,31/05/2025 07:42
S07757,Stable Brooms / Yard Brushes,27896,01/06/2025 12:20
S07758,Stable Brooms / Yard Brushes,13076,31/05/2025 09:32
S07759,Stable Brooms / Yard Brushes,30376,29/05/2025 21:07
S07760,Manure Scoops,32944,30/05/2025 08:33
S07761,Rubber Matting (for stalls and walkways),22947,14/06/2025 14:13
S07762,Storage Bins / Feed Storage,18733,25/05/2025 20:42
S07763,Storage Bins / Feed Storage,12114,30/05/2025 16:29
S07764,Hay Nets / Hay Bags,25218,09/06/2025 14:48
S07765,Stable Brooms / Yard Brushes,13076,31/05/2025 19:27
S07766,Storage Bins / Feed Storage,13472,22/06/2025 17:38
S07767,Storage Bins / Feed Storage,17056,07/06/2025 15:35
S07768,Feed Buckets / Feed Tubs,13900,23/06/2025 17:27
S07769,Storage Bins / Feed Storage,12114,30/05/2025 13:51
S07770,Feed Buckets / Feed Tubs,20014,14/06/2025 15:33
S07771,Manure Scoops,21462,02/06/2025 06:02
S07772,Feed Buckets / Feed Tubs,26783,27/05/2025 13:54
S07773,Rubber Matting (for stalls and walkways),22808,17/06/2025 16:22
S07774,Hay Nets / Hay Bags,26805,28/05/2025 13:13
S07775,Feed Buckets / Feed Tubs,26783,27/05/2025 17:36
S07776,Rubber Matting (for stalls and walkways),16935,18/06/2025 15:20
S07777,Storage Bins / Feed Storage,18047,26/05/2025 13:02
S07778,Shovels / Rakes,20296,29/05/2025 13:59
S07779,Hay Nets / Hay Bags,20988,27/05/2025 20:12
S07780,Stable Brooms / Yard Brushes,30376,29/05/2025 10:01
S07781,Storage Bins / Feed Storage,17434,17/06/2025 19:41
S07782,Stable Brooms / Yard Brushes,30376,29/05/2025 11:51
S07783,Feed Buckets / Feed Tubs,47027,11/06/2025 06:28
S07784,Shovels / Rakes,30565,02/06/2025 08:42
S07785,Muck Forks / Stable Forks,22896,02/06/2025 18:05
S07786,Stable Brooms / Yard Brushes,21558,18/06/2025 08:40
S07787,Rubber Matting (for stalls and walkways),26016,24/06/2025 20:50
S07788,Shovels / Rakes,16670,22/06/2025 14:47
S07789,Rubber Matting (for stalls and walkways),19365,10/06/2025 16:16
S07790,Muck Forks / Stable Forks,10419,22/06/2025 09:00
S07791,Muck Forks / Stable Forks,10988,09/06/2025 12:58
S07792,Stable Brooms / Yard Brushes,22118,04/06/2025 17:22
S07793,Muck Forks / Stable Forks,22896,02/06/2025 07:21
S07794,Stable Brooms / Yard Brushes,27896,01/06/2025 05:30
S07795,Muck Forks / Stable Forks,22896,02/06/2025 19:48
S07796,Shovels / Rakes,21298,31/05/2025 07:38
S07797,Manure Scoops,32944,30/05/2025 09:47
S07798,Manure Scoops,18172,04/06/2025 14:30
S07799,Feed Buckets / Feed Tubs,10331,28/05/2025 11:58
S07800,Manure Scoops,21462,02/06/2025 09:50
S07801,Manure Scoops,18172,04/06/2025 21:35
S07802,Hay Nets / Hay Bags,26805,28/05/2025 20:00
S07803,Water Troughs / Water Buckets,3047,29/05/2025 05:07
S07804,Stable Brooms / Yard Brushes,22452,19/06/2025 05:51
S07805,Shovels / Rakes,18127,16/06/2025 06:33
S07806,Muck Forks / Stable Forks,18035,12/05/2025 10:01
S07807,Feed Buckets / Feed Tubs,20014,14/06/2025 12:24
S07808,Manure Scoops,32944,30/05/2025 14:15
S07809,Shovels / Rakes,10905,03/06/2025 14:23
S07810,Manure Scoops,23794,27/05/2025 16:48
S07811,Shovels / Rakes,10905,03/06/2025 18:25
S07812,Water Troughs / Water Buckets,15884,28/05/2025 18:13
S07813,Stable Brooms / Yard Brushes,15989,03/06/2025 17:58
S07814,Feed Buckets / Feed Tubs,20014,14/06/2025 17:42
S07815,Shovels / Rakes,20296,29/05/2025 09:53
S07816,Hay Nets / Hay Bags,8335,18/06/2025 10:40
S07817,Hay Nets / Hay Bags,12832,21/06/2025 07:39
S07818,Feed Buckets / Feed Tubs,26783,27/05/2025 20:41
S07819,Manure Scoops,11663,31/05/2025 16:56
S07820,Storage Bins / Feed Storage,15799,27/05/2025 20:40
S07821,Stable Brooms / Yard Brushes,7725,30/05/2025 13:59
S07822,Shovels / Rakes,14702,25/06/2025 05:51
S07823,Feed Buckets / Feed Tubs,10331,28/05/2025 14:03
S07824,Shovels / Rakes,10905,03/06/2025 16:51
S07825,Manure Scoops,19713,05/06/2025 19:06
S07826,Stable Brooms / Yard Brushes,15852,15/06/2025 12:29
S07827,Storage Bins / Feed Storage,23584,16/06/2025 18:29
S07828,Water Troughs / Water Buckets,20743,27/05/2025 14:30
S07829,Feed Buckets / Feed Tubs,20676,31/05/2025 13:01
S07830,Stable Brooms / Yard Brushes,20128,09/06/2025 08:22
S07831,Manure Scoops,19713,05/06/2025 11:26
S07832,Water Troughs / Water Buckets,15884,28/05/2025 15:42
S07833,Shovels / Rakes,7429,27/05/2025 05:49
S07834,Shovels / Rakes,17698,15/06/2025 08:53
S07835,Rubber Matting (for stalls and walkways),9066,09/06/2025 20:18
S07836,Hay Nets / Hay Bags,14245,29/05/2025 06:56
S07837,Rubber Matting (for stalls and walkways),16935,18/06/2025 05:57
S07838,Rubber Matting (for stalls and walkways),26016,24/06/2025 06:51
S07839,Muck Forks / Stable Forks,22896,02/06/2025 17:18
S07840,Water Troughs / Water Buckets,15884,28/05/2025 09:53
S07841,Stable Brooms / Yard Brushes,21973,21/06/2025 11:48
S07842,Shovels / Rakes,20296,29/05/2025 21:05
S07843,Feed Buckets / Feed Tubs,26783,27/05/2025 05:38
S07844,Water Troughs / Water Buckets,3047,29/05/2025 15:02
S07845,Water Troughs / Water Buckets,,
S07846,Shovels / Rakes,6090,28/05/2025 09:15
S07847,Manure Scoops,23794,27/05/2025 19:33
S07848,Storage Bins / Feed Storage,21143,31/05/2025 17:10
S07849,Feed Buckets / Feed Tubs,47027,11/06/2025 16:30
S07850,Shovels / Rakes,14702,25/06/2025 14:35
S07851,Muck Forks / Stable Forks,19620,19/06/2025 18:12
S07852,Stable Brooms / Yard Brushes,15989,03/06/2025 18:51
S07853,Water Troughs / Water Buckets,8423,30/05/2025 09:35
S07854,Stable Brooms / Yard Brushes,13076,31/05/2025 19:53
S07855,Muck Forks / Stable Forks,26202,11/06/2025 12:50
S07856,Manure Scoops,32944,30/05/2025 19:53
S07857,Rubber Matting (for stalls and walkways),12575,21/06/2025 06:07
S07858,Stable Brooms / Yard Brushes,21973,21/06/2025 18:46
S07859,Manure Scoops,21462,02/06/2025 11:11
S07860,Feed Buckets / Feed Tubs,20676,31/05/2025 14:42
S07861,Stable Brooms / Yard Brushes,11947,17/06/2025 11:17
S07862,Stable Brooms / Yard Brushes,18122,22/06/2025 12:03
S07863,Storage Bins / Feed Storage,6932,29/05/2025 11:12
S07864,Stable Brooms / Yard Brushes,22118,04/06/2025 16:52
S07865,Feed Buckets / Feed Tubs,14257,29/05/2025 06:18
S07866,Stable Brooms / Yard Brushes,15852,15/06/2025 05:57
S07867,Manure Scoops,19713,05/06/2025 20:28
S07868,Rubber Matting (for stalls and walkways),26016,24/06/2025 21:11
S07869,Manure Scoops,18110,28/05/2025 14:27
S07870,Water Troughs / Water Buckets,25451,05/06/2025 07:15
S07871,Hay Nets / Hay Bags,11175,01/06/2025 09:21
S07872,Feed Buckets / Feed Tubs,27160,26/05/2025 19:08
S07873,Hay Nets / Hay Bags,12991,12/06/2025 16:19
S07874,Manure Scoops,12024,03/06/2025 05:47
S07875,Water Troughs / Water Buckets,12213,01/06/2025 19:45
S07876,Stable Brooms / Yard Brushes,21973,21/06/2025 19:04
S07877,Muck Forks / Stable Forks,26202,11/06/2025 08:08
S07878,Stable Brooms / Yard Brushes,30376,29/05/2025 07:02
S07879,Storage Bins / Feed Storage,17434,17/06/2025 14:10
S07880,Storage Bins / Feed Storage,9897,20/06/2025 08:31
S07881,Shovels / Rakes,22560,04/06/2025 12:54
S07882,Stable Brooms / Yard Brushes,15989,03/06/2025 19:03
S07883,Shovels / Rakes,30565,02/06/2025 20:24
S07884,Manure Scoops,21277,01/06/2025 06:30
S07885,Rubber Matting (for stalls and walkways),9066,09/06/2025 06:29
S07886,Water Troughs / Water Buckets,20743,27/05/2025 18:21
S07887,Storage Bins / Feed Storage,15400,26/06/2025 07:16
S07888,Muck Forks / Stable Forks,7645,31/05/2025 14:39
S07889,Shovels / Rakes,7429,27/05/2025 15:36
S07890,Manure Scoops,12024,03/06/2025 09:43
S07891,Rubber Matting (for stalls and walkways),19365,10/06/2025 05:40
S07892,Feed Buckets / Feed Tubs,21519,01/06/2025 08:23
S07893,Storage Bins / Feed Storage,37219,24/06/2025 12:43
S07894,Manure Scoops,11663,31/05/2025 07:25
S07895,Muck Forks / Stable Forks,14561,01/06/2025 07:24
S07896,Muck Forks / Stable Forks,19181,21/06/2025 17:20
S07897,Feed Buckets / Feed Tubs,11280,04/06/2025 06:52
S07898,Muck Forks / Stable Forks,19089,20/06/2025 14:23
S07899,Storage Bins / Feed Storage,17741,12/06/2025 18:48
S07900,Rubber Matting (for stalls and walkways),19365,10/06/2025 19:08
S07901,Stable Brooms / Yard Brushes,25053,02/06/2025 09:18
S07902,Stable Brooms / Yard Brushes,18122,22/06/2025 12:24
S07903,Storage Bins / Feed Storage,22742,14/06/2025 13:36
S07904,Manure Scoops,32944,30/05/2025 10:30
S07905,Muck Forks / Stable Forks,19089,20/06/2025 10:55
S07906,Stable Brooms / Yard Brushes,30376,29/05/2025 15:48
S07907,Hay Nets / Hay Bags,26805,28/05/2025 10:24
S07908,Shovels / Rakes,19264,01/06/2025 08:39
S07909,Manure Scoops,32944,30/05/2025 10:28
S07910,Feed Buckets / Feed Tubs,24872,30/05/2025 15:56
S07911,Muck Forks / Stable Forks,16239,29/05/2025 07:59
S07912,Water Troughs / Water Buckets,15884,28/05/2025 10:14
S07913,Feed Buckets / Feed Tubs,14531,05/06/2025 20:55
S07914,Muck Forks / Stable Forks,19089,20/06/2025 05:24
S07915,Manure Scoops,19713,05/06/2025 10:26
S07916,Feed Buckets / Feed Tubs,14257,29/05/2025 10:24
S07917,Hay Nets / Hay Bags,26805,28/05/2025 15:06
S07918,Muck Forks / Stable Forks,19089,20/06/2025 09:48
S07919,Stable Brooms / Yard Brushes,21558,18/06/2025 07:53
S07920,Water Troughs / Water Buckets,11903,03/06/2025 08:19
S07921,Feed Buckets / Feed Tubs,21798,22/06/2025 08:15
S07922,Water Troughs / Water Buckets,20743,27/05/2025 10:28
S07923,Feed Buckets / Feed Tubs,24872,30/05/2025 17:50
S07924,Feed Buckets / Feed Tubs,21519,01/06/2025 16:04
S07925,Rubber Matting (for stalls and walkways),22808,17/06/2025 09:58
S07926,Muck Forks / Stable Forks,9311,30/05/2025 15:47
S07927,Muck Forks / Stable Forks,11992,12/06/2025 16:46
S07928,Hay Nets / Hay Bags,3836,02/06/2025 18:46
S07929,Storage Bins / Feed Storage,21143,31/05/2025 21:40
S07930,Stable Brooms / Yard Brushes,22370,06/06/2025 17:33
S07931,Hay Nets / Hay Bags,14245,29/05/2025 19:00
S07932,Manure Scoops,21277,01/06/2025 06:34
S07933,Shovels / Rakes,8827,05/06/2025 14:16
S07934,Rubber Matting (for stalls and walkways),10729,19/06/2025 06:52
S07935,Shovels / Rakes,19264,01/06/2025 21:09
S07936,Manure Scoops,21277,01/06/2025 11:39
S07937,Feed Buckets / Feed Tubs,11280,04/06/2025 10:27
S07938,Feed Buckets / Feed Tubs,9242,13/05/2025 14:33
S07939,Stable Brooms / Yard Brushes,20686,25/06/2025 12:09
S07940,Hay Nets / Hay Bags,19322,19/06/2025 12:51
S07941,Muck Forks / Stable Forks,13657,15/06/2025 06:34
S07942,Rubber Matting (for stalls and walkways),11250,25/06/2025 14:37
S07943,Feed Buckets / Feed Tubs,20235,24/06/2025 15:57
S07944,Stable Brooms / Yard Brushes,22370,06/06/2025 12:53
S07945,Manure Scoops,12343,29/05/2025 05:35
S07946,Feed Buckets / Feed Tubs,47027,11/06/2025 06:36
S07947,Hay Nets / Hay Bags,5963,22/06/2025 06:29
S07948,Feed Buckets / Feed Tubs,14257,29/05/2025 18:10
S07949,Water Troughs / Water Buckets,14821,06/06/2025 05:42
S07950,Stable Brooms / Yard Brushes,27896,01/06/2025 11:41
S07951,Water Troughs / Water Buckets,13662,24/05/2025 21:20
S07952,Hay Nets / Hay Bags,12888,24/06/2025 07:13
S07953,Feed Buckets / Feed Tubs,19115,06/06/2025 20:35
S07954,Shovels / Rakes,7245,28/06/2025 16:23
S07955,Stable Brooms / Yard Brushes,28015,24/06/2025 06:34
S07956,Water Troughs / Water Buckets,3047,29/05/2025 05:50
S07957,Hay Nets / Hay Bags,19322,19/06/2025 18:08
S07958,Muck Forks / Stable Forks,17309,06/06/2025 12:00
S07959,Manure Scoops,18172,04/06/2025 06:12
S07960,Manure Scoops,21277,01/06/2025 05:56
S07961,Manure Scoops,11081,06/06/2025 08:02
S07962,Feed Buckets / Feed Tubs,14968,20/06/2025 11:24
S07963,Hay Nets / Hay Bags,12832,21/06/2025 17:47
S07964,Rubber Matting (for stalls and walkways),22808,17/06/2025 20:09
S07965,Rubber Matting (for stalls and walkways),12575,21/06/2025 11:21
S07966,Feed Buckets / Feed Tubs,24872,30/05/2025 21:57
S07967,Shovels / Rakes,22560,04/06/2025 06:52
S07968,Storage Bins / Feed Storage,14912,01/06/2025 12:48
S07969,Muck Forks / Stable Forks,22896,02/06/2025 17:40
S07970,Stable Brooms / Yard Brushes,21558,18/06/2025 10:09
S07971,Shovels / Rakes,21298,31/05/2025 13:31
S07972,Manure Scoops,21462,02/06/2025 07:09
S07973,Storage Bins / Feed Storage,23584,16/06/2025 21:27
S07974,Rubber Matting (for stalls and walkways),22947,14/06/2025 16:25
S07975,Rubber Matting (for stalls and walkways),12300,20/06/2025 06:04
S07976,Water Troughs / Water Buckets,11903,03/06/2025 17:42
S07977,Stable Brooms / Yard Brushes,13280,12/06/2025 08:39
S07978,Manure Scoops,21462,02/06/2025 21:22
S07979,Water Troughs / Water Buckets,12213,01/06/2025 14:23
S07980,Shovels / Rakes,20188,13/06/2025 14:30
S07981,Feed Buckets / Feed Tubs,29390,13/06/2025 18:21
S07982,Shovels / Rakes,21646,07/06/2025 14:25
S07983,Storage Bins / Feed Storage,14912,01/06/2025 21:26
S07984,Rubber Matting (for stalls and walkways),10990,28/06/2025 09:10
S07985,Muck Forks / Stable Forks,9311,30/05/2025 20:34
S07986,Storage Bins / Feed Storage,12114,30/05/2025 10:56
S07987,Hay Nets / Hay Bags,4941,03/06/2025 19:35
S07988,Shovels / Rakes,21646,07/06/2025 06:10
S07989,Feed Buckets / Feed Tubs,21862,03/06/2025 19:10
S07990,Muck Forks / Stable Forks,19181,21/06/2025 11:56
S07991,Shovels / Rakes,22560,04/06/2025 07:16
S07992,Shovels / Rakes,18671,20/06/2025 20:41
S07993,Storage Bins / Feed Storage,22742,14/06/2025 05:35
S07994,Water Troughs / Water Buckets,25451,05/06/2025 05:48
S07995,Manure Scoops,12024,03/06/2025 05:52
S07996,Storage Bins / Feed Storage,9039,03/06/2025 15:54
S07997,Rubber Matting (for stalls and walkways),5459,15/06/2025 07:25
S07998,Storage Bins / Feed Storage,17682,19/06/2025 14:50
S07999,Shovels / Rakes,11318,12/06/2025 13:28
S08000,Rubber Matting (for stalls and walkways),10990,28/06/2025 18:23
S08001,Stable Brooms / Yard Brushes,17537,23/06/2025 09:22
S08002,Shovels / Rakes,22560,04/06/2025 15:00
S08003,Feed Buckets / Feed Tubs,20676,31/05/2025 08:31
S08004,Feed Buckets / Feed Tubs,20014,14/06/2025 11:59
S08005,Feed Buckets / Feed Tubs,11280,04/06/2025 10:37
S08006,Stable Brooms / Yard Brushes,21558,18/06/2025 14:01
S08007,Manure Scoops,21462,02/06/2025 13:07
S08008,Manure Scoops,8446,07/06/2025 20:55
S08009,Shovels / Rakes,12111,18/06/2025 17:24
S08010,Stable Brooms / Yard Brushes,25053,02/06/2025 16:47
S08011,Storage Bins / Feed Storage,21624,28/06/2025 13:40
S08012,Stable Brooms / Yard Brushes,15852,15/06/2025 11:43
S08013,Water Troughs / Water Buckets,17804,08/06/2025 16:53
S08014,Muck Forks / Stable Forks,9766,14/06/2025 15:10
S08015,Storage Bins / Feed Storage,13683,04/06/2025 16:55
S08016,Feed Buckets / Feed Tubs,21862,03/06/2025 19:24
S08017,Manure Scoops,11663,31/05/2025 13:57
S08018,Muck Forks / Stable Forks,16113,08/06/2025 08:27
S08019,Stable Brooms / Yard Brushes,25053,02/06/2025 17:40
S08020,Muck Forks / Stable Forks,13588,17/06/2025 07:54
S08021,Muck Forks / Stable Forks,22896,02/06/2025 06:54
S08022,Feed Buckets / Feed Tubs,21798,22/06/2025 16:40
S08023,Storage Bins / Feed Storage,12114,30/05/2025 09:24
S08024,Shovels / Rakes,14702,25/06/2025 05:39
S08025,Hay Nets / Hay Bags,19322,19/06/2025 11:58
S08026,Muck Forks / Stable Forks,8461,03/06/2025 14:52
S08027,Hay Nets / Hay Bags,11175,01/06/2025 09:10
S08028,Hay Nets / Hay Bags,12832,21/06/2025 10:44
S08029,Muck Forks / Stable Forks,12342,26/06/2025 16:23
S08030,Stable Brooms / Yard Brushes,24580,05/06/2025 13:20
S08031,Feed Buckets / Feed Tubs,26504,08/06/2025 21:44
S08032,Stable Brooms / Yard Brushes,20193,13/06/2025 06:10
S08033,Rubber Matting (for stalls and walkways),16935,18/06/2025 14:57
S08034,Feed Buckets / Feed Tubs,19048,02/06/2025 07:19
S08035,Water Troughs / Water Buckets,14821,06/06/2025 05:42
S08036,Hay Nets / Hay Bags,8335,18/06/2025 11:50
S08037,Rubber Matting (for stalls and walkways),12575,21/06/2025 06:22
S08038,Stable Brooms / Yard Brushes,19099,08/06/2025 05:03
S08039,Feed Buckets / Feed Tubs,20850,21/06/2025 12:52
S08040,Stable Brooms / Yard Brushes,24240,26/06/2025 09:09
S08041,Feed Buckets / Feed Tubs,36767,29/06/2025 14:01
S08042,Feed Buckets / Feed Tubs,19115,06/06/2025 06:56
S08043,Rubber Matting (for stalls and walkways),8627,22/06/2025 19:00
S08044,Shovels / Rakes,30565,02/06/2025 05:47
S08045,Water Troughs / Water Buckets,12958,31/05/2025 18:37
S08046,Manure Scoops,19713,05/06/2025 06:40
S08047,Water Troughs / Water Buckets,12213,01/06/2025 08:53
S08048,Hay Nets / Hay Bags,19359,04/06/2025 12:39
S08049,Muck Forks / Stable Forks,13588,17/06/2025 05:39
S08050,Stable Brooms / Yard Brushes,19099,08/06/2025 11:47
S08051,Stable Brooms / Yard Brushes,,
S08052,Rubber Matting (for stalls and walkways),12300,20/06/2025 19:27
S08053,Water Troughs / Water Buckets,12213,01/06/2025 19:24
S08054,Muck Forks / Stable Forks,16113,08/06/2025 18:40
S08055,Rubber Matting (for stalls and walkways),22947,14/06/2025 07:13
S08056,Muck Forks / Stable Forks,22896,02/06/2025 07:52
S08057,Rubber Matting (for stalls and walkways),10990,28/06/2025 07:52
S08058,Rubber Matting (for stalls and walkways),10990,28/06/2025 19:14
S08059,Storage Bins / Feed Storage,37219,24/06/2025 07:15
S08060,Storage Bins / Feed Storage,12114,30/05/2025 08:56
S08061,Water Troughs / Water Buckets,14821,06/06/2025 12:28
S08062,Stable Brooms / Yard Brushes,20193,13/06/2025 16:08
S08063,Feed Buckets / Feed Tubs,31417,30/06/2025 21:17
S08064,Water Troughs / Water Buckets,12958,31/05/2025 18:42
S08065,Rubber Matting (for stalls and walkways),12575,21/06/2025 19:11
S08066,Shovels / Rakes,8827,05/06/2025 10:57
S08067,Rubber Matting (for stalls and walkways),10323,27/06/2025 18:37
S08068,Muck Forks / Stable Forks,22896,02/06/2025 20:13
S08069,Muck Forks / Stable Forks,9766,14/06/2025 17:01
S08070,Shovels / Rakes,23567,17/06/2025 21:36
S08071,Feed Buckets / Feed Tubs,19048,02/06/2025 17:31
S08072,Water Troughs / Water Buckets,25451,05/06/2025 17:29
S08073,Feed Buckets / Feed Tubs,13900,23/06/2025 21:22
S08074,Rubber Matting (for stalls and walkways),26016,24/06/2025 16:42
S08075,Stable Brooms / Yard Brushes,22118,04/06/2025 14:05
S08076,Storage Bins / Feed Storage,37219,24/06/2025 08:51
S08077,Stable Brooms / Yard Brushes,22370,06/06/2025 13:46
S08078,Shovels / Rakes,16734,27/06/2025 11:40
S08079,Rubber Matting (for stalls and walkways),26016,24/06/2025 19:26
S08080,Storage Bins / Feed Storage,14912,01/06/2025 13:26
S08081,Rubber Matting (for stalls and walkways),26016,24/06/2025 20:28
S08082,Rubber Matting (for stalls and walkways),16935,18/06/2025 21:05
S08083,Stable Brooms / Yard Brushes,20386,10/06/2025 14:22
S08084,Stable Brooms / Yard Brushes,18861,16/06/2025 14:16
S08085,Shovels / Rakes,23567,17/06/2025 17:43
S08086,Manure Scoops,8446,07/06/2025 15:19
S08087,Shovels / Rakes,21646,07/06/2025 13:57
S08088,Stable Brooms / Yard Brushes,24580,05/06/2025 21:55
S08089,Shovels / Rakes,19264,01/06/2025 21:52
S08090,Water Troughs / Water Buckets,17804,08/06/2025 15:30
S08091,Hay Nets / Hay Bags,11175,01/06/2025 07:44
S08092,Storage Bins / Feed Storage,17682,19/06/2025 05:23
S08093,Feed Buckets / Feed Tubs,50238,18/06/2025 13:39
S08094,Manure Scoops,12024,03/06/2025 12:41
S08095,Rubber Matting (for stalls and walkways),11719,13/06/2025 07:35
S08096,Shovels / Rakes,19264,01/06/2025 16:02
S08097,Muck Forks / Stable Forks,17309,06/06/2025 06:55
S08098,Shovels / Rakes,22664,08/06/2025 17:47
S08099,Storage Bins / Feed Storage,13683,04/06/2025 07:44
S08100,Manure Scoops,8930,09/06/2025 08:59
S08101,Water Troughs / Water Buckets,4158,02/06/2025 18:44
S08102,Feed Buckets / Feed Tubs,26504,08/06/2025 19:35
S08103,Hay Nets / Hay Bags,12026,30/05/2025 19:15
S08104,Rubber Matting (for stalls and walkways),6338,23/06/2025 09:05
S08105,Rubber Matting (for stalls and walkways),22374,30/06/2025 07:05
S08106,Stable Brooms / Yard Brushes,25053,02/06/2025 19:13
S08107,Stable Brooms / Yard Brushes,25053,02/06/2025 07:23
S08108,Water Troughs / Water Buckets,11903,03/06/2025 13:59
S08109,Hay Nets / Hay Bags,11817,31/05/2025 15:25
S08110,Shovels / Rakes,22560,04/06/2025 16:29
S08111,Stable Brooms / Yard Brushes,19099,08/06/2025 12:44
S08112,Shovels / Rakes,30565,02/06/2025 15:39
S08113,Storage Bins / Feed Storage,8777,05/06/2025 06:10
S08114,Feed Buckets / Feed Tubs,14531,05/06/2025 18:21
S08115,Feed Buckets / Feed Tubs,21519,01/06/2025 12:19
S08116,Manure Scoops,18172,04/06/2025 06:37
S08117,Storage Bins / Feed Storage,37219,24/06/2025 10:56
S08118,Feed Buckets / Feed Tubs,20235,24/06/2025 19:31
S08119,Storage Bins / Feed Storage,15222,15/06/2025 11:50
S08120,Shovels / Rakes,9753,10/06/2025 09:35
S08121,Stable Brooms / Yard Brushes,25053,02/06/2025 19:06
S08122,Rubber Matting (for stalls and walkways),26016,24/06/2025 14:27
S08123,Rubber Matting (for stalls and walkways),12300,20/06/2025 09:55
S08124,Muck Forks / Stable Forks,17366,04/06/2025 21:30
S08125,Manure Scoops,23327,10/06/2025 08:05
S08126,Stable Brooms / Yard Brushes,24240,26/06/2025 08:15
S08127,Storage Bins / Feed Storage,10889,06/06/2025 13:22
S08128,Shovels / Rakes,22560,04/06/2025 16:51
S08129,Storage Bins / Feed Storage,14912,01/06/2025 16:14
S08130,Shovels / Rakes,9484,21/06/2025 11:16
S08131,Muck Forks / Stable Forks,13588,17/06/2025 06:04
S08132,Manure Scoops,8195,08/06/2025 17:03
S08133,Water Troughs / Water Buckets,14821,06/06/2025 13:08
S08134,Feed Buckets / Feed Tubs,21862,03/06/2025 09:31
S08135,Rubber Matting (for stalls and walkways),22947,14/06/2025 05:22
S08136,Hay Nets / Hay Bags,19359,04/06/2025 17:52
S08137,Rubber Matting (for stalls and walkways),26016,24/06/2025 13:23
S08138,Shovels / Rakes,11318,12/06/2025 13:11
S08139,Rubber Matting (for stalls and walkways),8627,22/06/2025 15:51
S08140,Shovels / Rakes,22664,08/06/2025 12:30
S08141,Storage Bins / Feed Storage,7268,02/06/2025 15:16
S08142,Feed Buckets / Feed Tubs,26293,28/06/2025 06:04
S08143,Muck Forks / Stable Forks,13657,15/06/2025 10:22
S08144,Hay Nets / Hay Bags,4010,20/06/2025 19:06
S08145,Rubber Matting (for stalls and walkways),11250,25/06/2025 18:02
S08146,Feed Buckets / Feed Tubs,19115,06/06/2025 12:21
S08147,Water Troughs / Water Buckets,25451,05/06/2025 10:42
S08148,Muck Forks / Stable Forks,19089,20/06/2025 13:51
S08149,Stable Brooms / Yard Brushes,19099,08/06/2025 09:41
S08150,Hay Nets / Hay Bags,13291,15/06/2025 16:15
S08151,Stable Brooms / Yard Brushes,24580,05/06/2025 18:15
S08152,Feed Buckets / Feed Tubs,27160,26/05/2025 20:42
S08153,Water Troughs / Water Buckets,38601,10/06/2025 07:19
S08154,Feed Buckets / Feed Tubs,19115,06/06/2025 05:33
S08155,Water Troughs / Water Buckets,25451,05/06/2025 12:51
S08156,Feed Buckets / Feed Tubs,50238,18/06/2025 10:46
S08157,Water Troughs / Water Buckets,9886,07/06/2025 11:35
S08158,Feed Buckets / Feed Tubs,31417,30/06/2025 13:21
S08159,Feed Buckets / Feed Tubs,11280,04/06/2025 12:42
