id,supplier_id,order_date,promised_date,delivery_date,time_to_deliver,status
S07353,BarnWare,13/05/2025,20/05/2025,12/05/2025,-1,On-Time
S07354,BarnWare,13/05/2025,21/05/2025,21/05/2025,8,Mismatch
S07355,UKTools,13/05/2025,22/05/2025,24/05/2025,11,Delayed/Partial
S07356,AgroSupply,13/05/2025,10/06/2025,12/06/2025,30,Delayed/Partial
S07357,EuroMat,13/05/2025,13/06/2025,13/06/2025,31,On-Time
S07358,BarnWare,13/05/2025,21/05/2025,23/05/2025,10,Delayed/Partial
S07359,EuroMat,13/05/2025,07/06/2025,07/06/2025,25,On-Time
S07360,EuroMat,13/05/2025,17/06/2025,18/06/2025,36,Delayed/Partial
S07361,AgroSupply,13/05/2025,12/06/2025,12/06/2025,30,On-Time
S07362,EuroMat,13/05/2025,12/06/2025,12/06/2025,30,On-Time
S07363,EuroMat,13/05/2025,09/06/2025,09/06/2025,27,On-Time
S07364,EuroMat,13/05/2025,31/05/2025,31/05/2025,18,On-Time
S07365,NULL,13/05/2025,15/06/2025,15/06/2025,33,On-Time
S07366,BarnWare,13/05/2025,23/05/2025,24/05/2025,11,Delayed/Partial
S07367,UKTools,13/05/2025,19/05/2025,19/05/2025,6,On-Time
S07368,AsiaPlast,13/05/2025,22/05/2025,22/05/2025,9,On-Time
S07369,AgroSupply,13/05/2025,08/06/2025,08/06/2025,26,On-Time
S07370,BarnWare,13/05/2025,24/05/2025,25/05/2025,12,Delayed/Partial
S07371,AgroSupply,13/05/2025,16/06/2025,17/06/2025,35,Delayed/Partial
S07372,AgroSupply,13/05/2025,31/05/2025,31/05/2025,18,On-Time
S07373,EuroMat,13/05/2025,02/06/2025,02/06/2025,20,On-Time
S07374,AsiaPlast,13/05/2025,21/05/2025,21/05/2025,8,On-Time
S07375,BarnWare,13/05/2025,25/05/2025,25/05/2025,12,On-Time
S07376,UKTools,13/05/2025,24/05/2025,24/05/2025,11,Mismatch
S07377,UKTools,13/05/2025,20/05/2025,21/05/2025,8,Delayed/Partial
S07378,AgroSupply,13/05/2025,08/06/2025,08/06/2025,26,On-Time
S07379,AsiaPlast,13/05/2025,20/05/2025,20/05/2025,7,On-Time
S07380,AsiaPlast,13/05/2025,23/05/2025,25/05/2025,12,Delayed/Partial
S07381,AgroSupply,13/05/2025,01/06/2025,31/05/2025,18,On-Time
S07382,UKTools,13/05/2025,27/05/2025,27/05/2025,14,On-Time
S07383,UKTools,13/05/2025,24/05/2025,24/05/2025,11,On-Time
S07384,UKTools,13/05/2025,26/05/2025,26/05/2025,13,On-Time
S07385,UKTools,13/05/2025,27/05/2025,27/05/2025,14,On-Time
S07386,AgroSupply,13/05/2025,02/06/2025,01/06/2025,19,On-Time
S07387,BarnWare,13/05/2025,21/05/2025,21/05/2025,8,On-Time
S07388,AsiaPlast,13/05/2025,23/05/2025,23/05/2025,10,On-Time
S07389,AsiaPlast,14/05/2025,18/05/2025,18/05/2025,4,On-Time
S07390,EuroMat,14/05/2025,08/06/2025,08/06/2025,25,On-Time
S07391,BarnWare,14/05/2025,28/05/2025,28/05/2025,14,On-Time
S07392,AsiaPlast,14/05/2025,18/05/2025,18/05/2025,4,On-Time
S07393,AsiaPlast,14/05/2025,23/05/2025,23/05/2025,9,On-Time
S07394,AgroSupply,14/05/2025,10/06/2025,11/06/2025,28,Delayed/Partial
S07395,AgroSupply,14/05/2025,10/06/2025,10/06/2025,27,On-Time
S07396,BarnWare,14/05/2025,24/05/2025,24/05/2025,10,On-Time
S07397,AgroSupply,14/05/2025,06/06/2025,07/06/2025,24,Delayed/Partial
S07398,EuroMat,14/05/2025,17/06/2025,17/06/2025,34,On-Time
S07399,BarnWare,14/05/2025,22/05/2025,22/05/2025,8,On-Time
S07400,BarnWare,14/05/2025,28/05/2025,28/05/2025,14,On-Time
S07401,BarnWare,14/05/2025,20/05/2025,21/05/2025,7,Delayed/Partial
S07402,UKTools,14/05/2025,22/05/2025,22/05/2025,8,On-Time
S07403,AsiaPlast,14/05/2025,21/05/2025,22/05/2025,8,Delayed/Partial
S07404,AsiaPlast,14/05/2025,23/05/2025,25/05/2025,11,Delayed/Partial
S07405,AgroSupply,14/05/2025,09/06/2025,09/06/2025,26,Mismatch
S07406,BarnWare,14/05/2025,27/05/2025,27/05/2025,13,On-Time
S07407,AsiaPlast,14/05/2025,23/05/2025,23/05/2025,9,On-Time
S07408,BarnWare,14/05/2025,27/05/2025,27/05/2025,13,On-Time
S07409,UKTools,14/05/2025,21/05/2025,22/05/2025,8,Delayed/Partial
S07410,AgroSupply,14/05/2025,04/06/2025,04/06/2025,21,On-Time
S07411,UKTools,14/05/2025,23/05/2025,23/05/2025,9,On-Time
S07412,AgroSupply,14/05/2025,06/06/2025,06/06/2025,23,On-Time
S07413,BarnWare,14/05/2025,21/05/2025,21/05/2025,7,On-Time
S07414,UKTools,14/05/2025,21/05/2025,21/05/2025,7,On-Time
S07415,UKTools,14/05/2025,20/05/2025,21/05/2025,7,Delayed/Partial
S07416,BarnWare,14/05/2025,25/05/2025,11/05/2025,-3,On-Time
S07417,BarnWare,14/05/2025,24/05/2025,25/05/2025,11,Delayed/Partial
S07418,UKTools,14/05/2025,25/05/2025,25/05/2025,11,Mismatch
S07419,UKTools,14/05/2025,26/05/2025,27/05/2025,13,Delayed/Partial
S07420,AgroSupply,14/05/2025,11/06/2025,12/06/2025,29,Delayed/Partial
S07421,AsiaPlast,14/05/2025,19/05/2025,21/05/2025,7,Delayed/Partial
S07422,UKTools,14/05/2025,20/05/2025,21/05/2025,7,Delayed/Partial
S07423,AsiaPlast,14/05/2025,21/05/2025,21/05/2025,7,On-Time
S07424,BarnWare,14/05/2025,25/05/2025,27/05/2025,13,Delayed/Partial
S07425,EuroMat,14/05/2025,10/06/2025,15/06/2025,32,Delayed/Partial
S07426,UKTools,14/05/2025,25/05/2025,25/05/2025,11,On-Time
S07427,AsiaPlast,14/05/2025,18/05/2025,18/05/2025,4,On-Time
S07428,UKTools,14/05/2025,26/05/2025,26/05/2025,12,On-Time
S07429,EuroMat,14/05/2025,09/06/2025,09/06/2025,26,On-Time
S07430,EuroMat,14/05/2025,14/06/2025,14/06/2025,31,On-Time
S07431,AgroSupply,14/05/2025,06/06/2025,06/06/2025,23,On-Time
S07432,AsiaPlast,14/05/2025,22/05/2025,22/05/2025,8,On-Time
S07433,AgroSupply,14/05/2025,03/06/2025,04/06/2025,21,Delayed/Partial
S07434,BarnWare,14/05/2025,25/05/2025,25/05/2025,11,On-Time
S07435,UKTools,14/05/2025,27/05/2025,29/05/2025,15,Delayed/Partial
S07436,AgroSupply,14/05/2025,18/06/2025,18/06/2025,35,On-Time
S07437,BarnWare,14/05/2025,21/05/2025,21/05/2025,7,On-Time
S07438,AgroSupply,14/05/2025,05/06/2025,05/06/2025,22,On-Time
S07439,UKTools,14/05/2025,25/05/2025,25/05/2025,11,On-Time
S07440,EuroMat,14/05/2025,06/06/2025,09/06/2025,26,Delayed/Partial
S07441,AgroSupply,14/05/2025,12/06/2025,12/06/2025,29,On-Time
S07442,UKTools,14/05/2025,24/05/2025,25/05/2025,11,Delayed/Partial
S07443,EuroMat,14/05/2025,18/06/2025,18/06/2025,35,On-Time
S07444,AgroSupply,14/05/2025,03/06/2025,04/06/2025,21,Delayed/Partial
S07445,UKTools,14/05/2025,28/05/2025,25/05/2025,11,On-Time
S07446,BarnWare,15/05/2025,21/05/2025,21/05/2025,6,On-Time
S07447,UKTools,15/05/2025,24/05/2025,23/05/2025,8,On-Time
S07448,UKTools,15/05/2025,25/05/2025,25/05/2025,10,On-Time
S07449,AgroSupply,15/05/2025,04/06/2025,09/06/2025,25,Delayed/Partial
S07450,BarnWare,15/05/2025,22/05/2025,22/05/2025,7,On-Time
S07451,AsiaPlast,15/05/2025,21/05/2025,21/05/2025,6,On-Time
S07452,EuroMat,15/05/2025,14/06/2025,14/06/2025,30,On-Time
S07453,AgroSupply,15/05/2025,06/06/2025,06/06/2025,22,On-Time
S07454,EuroMat,15/05/2025,11/06/2025,11/06/2025,27,On-Time
S07455,AsiaPlast,15/05/2025,20/05/2025,20/05/2025,5,On-Time
S07456,AsiaPlast,15/05/2025,24/05/2025,24/05/2025,9,On-Time
S07457,EuroMat,15/05/2025,08/06/2025,10/06/2025,26,Delayed/Partial
S07458,BarnWare,15/05/2025,24/05/2025,24/05/2025,9,On-Time
S07459,BarnWare,15/05/2025,24/05/2025,24/05/2025,9,On-Time
S07460,AsiaPlast,15/05/2025,22/05/2025,19/05/2025,4,On-Time
S07461,NULL,15/05/2025,17/06/2025,17/06/2025,33,On-Time
S07462,AsiaPlast,15/05/2025,20/05/2025,20/05/2025,5,On-Time
S07463,UKTools,15/05/2025,23/05/2025,23/05/2025,8,On-Time
S07464,AgroSupply,15/05/2025,17/06/2025,18/06/2025,34,Delayed/Partial
S07465,AsiaPlast,15/05/2025,25/05/2025,25/05/2025,10,On-Time
S07466,EuroMat,15/05/2025,17/06/2025,18/06/2025,34,Delayed/Partial
S07467,EuroMat,15/05/2025,02/06/2025,02/06/2025,18,On-Time
S07468,AsiaPlast,15/05/2025,25/05/2025,25/05/2025,10,On-Time
S07469,AgroSupply,15/05/2025,11/06/2025,11/06/2025,27,Mismatch
S07470,UKTools,15/05/2025,22/05/2025,22/05/2025,7,On-Time
S07471,AgroSupply,15/05/2025,10/06/2025,11/06/2025,27,Delayed/Partial
S07472,AsiaPlast,15/05/2025,20/05/2025,20/05/2025,5,On-Time
S07473,UKTools,15/05/2025,25/05/2025,25/05/2025,10,On-Time
S07474,AgroSupply,15/05/2025,19/06/2025,19/06/2025,35,On-Time
S07475,AsiaPlast,15/05/2025,22/05/2025,23/05/2025,8,Delayed/Partial
S07476,BarnWare,15/05/2025,21/05/2025,22/05/2025,7,Delayed/Partial
S07477,UKTools,15/05/2025,24/05/2025,25/05/2025,10,Delayed/Partial
S07478,UKTools,15/05/2025,27/05/2025,28/05/2025,13,Delayed/Partial
S07479,AsiaPlast,15/05/2025,19/05/2025,18/05/2025,3,On-Time
S07480,BarnWare,15/05/2025,29/05/2025,29/05/2025,14,On-Time
S07481,AgroSupply,15/05/2025,12/06/2025,12/06/2025,28,On-Time
S07482,AsiaPlast,15/05/2025,19/05/2025,20/05/2025,5,Delayed/Partial
S07483,EuroMat,15/05/2025,12/06/2025,12/06/2025,28,On-Time
S07484,UKTools,15/05/2025,24/05/2025,24/05/2025,9,On-Time
S07485,UKTools,15/05/2025,29/05/2025,01/06/2025,17,Delayed/Partial
S07486,AsiaPlast,15/05/2025,23/05/2025,23/05/2025,8,On-Time
S07487,BarnWare,15/05/2025,22/05/2025,22/05/2025,7,On-Time
S07488,BarnWare,15/05/2025,22/05/2025,22/05/2025,7,On-Time
S07489,UKTools,15/05/2025,22/05/2025,21/05/2025,6,On-Time
S07490,AgroSupply,15/05/2025,19/06/2025,19/06/2025,35,On-Time
S07491,AsiaPlast,15/05/2025,21/05/2025,21/05/2025,6,On-Time
S07492,AgroSupply,15/05/2025,04/06/2025,11/05/2025,-4,On-Time
S07493,BarnWare,15/05/2025,29/05/2025,29/05/2025,14,On-Time
S07494,AgroSupply,15/05/2025,17/06/2025,17/06/2025,33,On-Time
S07495,AgroSupply,15/05/2025,07/06/2025,07/06/2025,23,On-Time
S07496,AsiaPlast,15/05/2025,23/05/2025,23/05/2025,8,On-Time
S07497,BarnWare,15/05/2025,29/05/2025,29/05/2025,14,On-Time
S07498,AgroSupply,15/05/2025,12/06/2025,12/06/2025,28,On-Time
S07499,BarnWare,15/05/2025,27/05/2025,26/05/2025,11,On-Time
S07500,EuroMat,15/05/2025,14/06/2025,14/06/2025,30,On-Time
S07501,BarnWare,15/05/2025,22/05/2025,22/05/2025,7,On-Time
S07502,AgroSupply,15/05/2025,07/06/2025,07/06/2025,23,On-Time
S07503,AgroSupply,15/05/2025,10/06/2025,10/06/2025,26,On-Time
S07504,UKTools,15/05/2025,23/05/2025,23/05/2025,8,On-Time
S07505,BarnWare,15/05/2025,25/05/2025,26/05/2025,11,Delayed/Partial
S07506,AgroSupply,15/05/2025,17/06/2025,17/06/2025,33,On-Time
S07507,AgroSupply,15/05/2025,07/06/2025,07/06/2025,23,On-Time
S07508,BarnWare,15/05/2025,21/05/2025,21/05/2025,6,On-Time
S07509,AgroSupply,16/05/2025,19/06/2025,19/06/2025,34,On-Time
S07510,AgroSupply,16/05/2025,08/06/2025,09/06/2025,24,Delayed/Partial
S07511,BarnWare,16/05/2025,22/05/2025,22/05/2025,6,On-Time
S07512,UKTools,16/05/2025,30/05/2025,30/05/2025,14,On-Time
S07513,AgroSupply,16/05/2025,18/06/2025,18/06/2025,33,On-Time
S07514,UKTools,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07515,UKTools,16/05/2025,28/05/2025,28/05/2025,12,On-Time
S07516,BarnWare,16/05/2025,23/05/2025,NULL,NULL,NULL
S07517,AsiaPlast,16/05/2025,22/05/2025,22/05/2025,6,On-Time
S07518,AgroSupply,16/05/2025,14/06/2025,14/06/2025,29,On-Time
S07519,AsiaPlast,16/05/2025,22/05/2025,22/05/2025,6,On-Time
S07520,AsiaPlast,16/05/2025,26/05/2025,26/05/2025,10,On-Time
S07521,EuroMat,16/05/2025,18/06/2025,18/06/2025,33,On-Time
S07522,AsiaPlast,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07523,BarnWare,16/05/2025,22/05/2025,22/05/2025,6,Mismatch
S07524,AsiaPlast,16/05/2025,22/05/2025,22/05/2025,6,On-Time
S07525,EuroMat,16/05/2025,10/06/2025,10/06/2025,25,On-Time
S07526,BarnWare,16/05/2025,28/05/2025,28/05/2025,12,On-Time
S07527,UKTools,16/05/2025,23/05/2025,23/05/2025,7,On-Time
S07528,BarnWare,16/05/2025,26/05/2025,26/05/2025,10,On-Time
S07529,UKTools,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07530,AgroSupply,16/05/2025,19/06/2025,19/06/2025,34,On-Time
S07531,AgroSupply,16/05/2025,11/06/2025,11/06/2025,26,On-Time
S07532,AgroSupply,16/05/2025,19/06/2025,19/06/2025,34,On-Time
S07533,EuroMat,16/05/2025,12/06/2025,14/06/2025,29,Delayed/Partial
S07534,AsiaPlast,16/05/2025,25/05/2025,25/05/2025,9,On-Time
S07535,UKTools,16/05/2025,25/05/2025,26/05/2025,10,Delayed/Partial
S07536,AsiaPlast,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07537,AsiaPlast,16/05/2025,20/05/2025,21/05/2025,5,Delayed/Partial
S07538,AsiaPlast,16/05/2025,20/05/2025,20/05/2025,4,On-Time
S07539,EuroMat,16/05/2025,20/06/2025,21/06/2025,36,Delayed/Partial
S07540,UKTools,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07541,AgroSupply,16/05/2025,04/06/2025,04/06/2025,19,On-Time
S07542,AgroSupply,16/05/2025,09/06/2025,09/06/2025,24,On-Time
S07543,AgroSupply,16/05/2025,20/06/2025,20/06/2025,35,On-Time
S07544,AgroSupply,16/05/2025,13/06/2025,13/06/2025,28,On-Time
S07545,BarnWare,16/05/2025,28/05/2025,27/05/2025,11,On-Time
S07546,UKTools,16/05/2025,26/05/2025,23/05/2025,7,On-Time
S07547,UKTools,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07548,EuroMat,16/05/2025,13/06/2025,12/06/2025,27,On-Time
S07549,AgroSupply,16/05/2025,09/06/2025,09/06/2025,24,On-Time
S07550,AgroSupply,16/05/2025,10/06/2025,10/06/2025,25,On-Time
S07551,BarnWare,16/05/2025,25/05/2025,24/05/2025,8,On-Time
S07552,AgroSupply,16/05/2025,06/06/2025,06/06/2025,21,On-Time
S07553,BarnWare,16/05/2025,26/05/2025,26/05/2025,10,On-Time
S07554,BarnWare,16/05/2025,29/05/2025,30/05/2025,14,Delayed/Partial
S07555,AsiaPlast,16/05/2025,23/05/2025,23/05/2025,7,On-Time
S07556,BarnWare,16/05/2025,30/05/2025,30/05/2025,14,Mismatch
S07557,BarnWare,16/05/2025,30/05/2025,30/05/2025,14,On-Time
S07558,AgroSupply,16/05/2025,11/06/2025,11/06/2025,26,On-Time
S07559,AsiaPlast,16/05/2025,25/05/2025,25/05/2025,9,On-Time
S07560,UKTools,16/05/2025,28/05/2025,28/05/2025,12,On-Time
S07561,AgroSupply,16/05/2025,13/06/2025,14/06/2025,29,Delayed/Partial
S07562,UKTools,16/05/2025,25/05/2025,25/05/2025,9,On-Time
S07563,AgroSupply,16/05/2025,15/06/2025,15/06/2025,30,On-Time
S07564,EuroMat,16/05/2025,05/06/2025,05/06/2025,20,On-Time
S07565,BarnWare,16/05/2025,29/05/2025,30/05/2025,14,Delayed/Partial
S07566,AgroSupply,16/05/2025,14/06/2025,14/06/2025,29,On-Time
S07567,AgroSupply,16/05/2025,05/06/2025,04/06/2025,19,On-Time
S07568,AsiaPlast,16/05/2025,23/05/2025,23/05/2025,7,On-Time
S07569,AgroSupply,16/05/2025,08/06/2025,08/06/2025,23,On-Time
S07570,UKTools,16/05/2025,28/05/2025,28/05/2025,12,On-Time
S07571,BarnWare,16/05/2025,28/05/2025,28/05/2025,12,On-Time
S07572,BarnWare,16/05/2025,24/05/2025,24/05/2025,8,On-Time
S07573,EuroMat,16/05/2025,12/06/2025,13/06/2025,28,Delayed/Partial
S07574,AgroSupply,16/05/2025,12/06/2025,12/06/2025,27,On-Time
S07575,UKTools,16/05/2025,27/05/2025,28/05/2025,12,Delayed/Partial
S07576,UKTools,16/05/2025,27/05/2025,01/06/2025,16,Delayed/Partial
S07577,UKTools,16/05/2025,29/05/2025,30/05/2025,14,Delayed/Partial
S07578,BarnWare,16/05/2025,29/05/2025,29/05/2025,13,Mismatch
S07579,BarnWare,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07580,BarnWare,17/05/2025,31/05/2025,31/05/2025,14,On-Time
S07581,BarnWare,17/05/2025,26/05/2025,26/05/2025,9,On-Time
S07582,AgroSupply,17/05/2025,05/06/2025,05/06/2025,19,On-Time
S07583,AgroSupply,17/05/2025,15/06/2025,15/06/2025,29,On-Time
S07584,UKTools,17/05/2025,31/05/2025,31/05/2025,14,On-Time
S07585,AsiaPlast,17/05/2025,26/05/2025,26/05/2025,9,On-Time
S07586,BarnWare,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07587,EuroMat,17/05/2025,09/06/2025,09/06/2025,23,On-Time
S07588,AsiaPlast,17/05/2025,22/05/2025,23/05/2025,6,Delayed/Partial
S07589,EuroMat,17/05/2025,14/06/2025,14/06/2025,28,On-Time
S07590,AgroSupply,17/05/2025,12/06/2025,12/06/2025,26,On-Time
S07591,BarnWare,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07592,BarnWare,17/05/2025,29/05/2025,29/05/2025,12,On-Time
S07593,EuroMat,17/05/2025,11/06/2025,11/06/2025,25,On-Time
S07594,UKTools,17/05/2025,23/05/2025,23/05/2025,6,On-Time
S07595,EuroMat,17/05/2025,17/06/2025,17/06/2025,31,On-Time
S07596,AgroSupply,17/05/2025,19/06/2025,19/06/2025,33,On-Time
S07597,AsiaPlast,17/05/2025,24/05/2025,24/05/2025,7,On-Time
S07598,BarnWare,17/05/2025,29/05/2025,29/05/2025,12,On-Time
S07599,EuroMat,17/05/2025,12/06/2025,12/06/2025,26,On-Time
S07600,EuroMat,17/05/2025,15/06/2025,15/06/2025,29,On-Time
S07601,AsiaPlast,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07602,AsiaPlast,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07603,AgroSupply,17/05/2025,06/06/2025,06/06/2025,20,On-Time
S07604,AsiaPlast,17/05/2025,26/05/2025,26/05/2025,9,On-Time
S07605,AgroSupply,17/05/2025,18/06/2025,18/06/2025,32,On-Time
S07606,AsiaPlast,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07607,AsiaPlast,17/05/2025,26/05/2025,25/05/2025,8,On-Time
S07608,UKTools,17/05/2025,31/05/2025,01/06/2025,15,Delayed/Partial
S07609,UKTools,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07610,UKTools,17/05/2025,30/05/2025,30/05/2025,13,Mismatch
S07611,EuroMat,17/05/2025,06/06/2025,06/06/2025,20,On-Time
S07612,BarnWare,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07613,UKTools,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07614,EuroMat,17/05/2025,13/06/2025,13/06/2025,27,On-Time
S07615,EuroMat,17/05/2025,09/06/2025,09/06/2025,23,On-Time
S07616,UKTools,17/05/2025,24/05/2025,25/05/2025,8,Delayed/Partial
S07617,AsiaPlast,17/05/2025,26/05/2025,25/05/2025,8,On-Time
S07618,BarnWare,17/05/2025,28/05/2025,29/05/2025,12,Delayed/Partial
S07619,AgroSupply,17/05/2025,14/06/2025,14/06/2025,28,On-Time
S07620,EuroMat,17/05/2025,14/06/2025,14/06/2025,28,On-Time
S07621,UKTools,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07622,BarnWare,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07623,BarnWare,17/05/2025,23/05/2025,23/05/2025,6,Mismatch
S07624,AsiaPlast,17/05/2025,22/05/2025,22/05/2025,5,On-Time
S07625,AsiaPlast,17/05/2025,23/05/2025,23/05/2025,6,On-Time
S07626,EuroMat,17/05/2025,04/06/2025,04/06/2025,18,On-Time
S07627,UKTools,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07628,BarnWare,17/05/2025,29/05/2025,30/05/2025,13,Delayed/Partial
S07629,AsiaPlast,17/05/2025,24/05/2025,24/05/2025,7,On-Time
S07630,BarnWare,17/05/2025,26/05/2025,26/05/2025,9,On-Time
S07631,EuroMat,17/05/2025,13/06/2025,13/06/2025,27,On-Time
S07632,BarnWare,17/05/2025,31/05/2025,30/05/2025,13,On-Time
S07633,BarnWare,17/05/2025,27/05/2025,27/05/2025,10,On-Time
S07634,BarnWare,17/05/2025,24/05/2025,24/05/2025,7,On-Time
S07635,UKTools,17/05/2025,25/05/2025,25/05/2025,8,On-Time
S07636,UKTools,18/05/2025,01/06/2025,01/06/2025,14,On-Time
S07637,AsiaPlast,18/05/2025,28/05/2025,28/05/2025,10,On-Time
S07638,EuroMat,18/05/2025,19/06/2025,18/06/2025,31,On-Time
S07639,AgroSupply,18/05/2025,18/06/2025,17/06/2025,30,On-Time
S07640,AgroSupply,18/05/2025,11/06/2025,11/06/2025,24,On-Time
S07641,EuroMat,18/05/2025,11/06/2025,11/06/2025,24,On-Time
S07642,BarnWare,18/05/2025,01/06/2025,01/06/2025,14,On-Time
S07643,UKTools,18/05/2025,26/05/2025,27/05/2025,9,Delayed/Partial
S07644,AgroSupply,18/05/2025,12/06/2025,13/06/2025,26,Delayed/Partial
S07645,EuroMat,18/05/2025,18/06/2025,18/06/2025,31,On-Time
S07646,AsiaPlast,18/05/2025,26/05/2025,26/05/2025,8,On-Time
S07647,AgroSupply,18/05/2025,10/06/2025,10/06/2025,23,On-Time
S07648,UKTools,18/05/2025,31/05/2025,01/06/2025,14,Delayed/Partial
S07649,AgroSupply,18/05/2025,17/06/2025,17/06/2025,30,On-Time
S07650,EuroMat,18/05/2025,21/06/2025,21/06/2025,34,On-Time
S07651,UKTools,18/05/2025,25/05/2025,25/05/2025,7,On-Time
S07652,BarnWare,18/05/2025,28/05/2025,29/05/2025,11,Delayed/Partial
S07653,BarnWare,18/05/2025,28/05/2025,15/05/2025,-3,On-Time
S07654,EuroMat,18/05/2025,06/06/2025,06/06/2025,19,On-Time
S07655,AsiaPlast,18/05/2025,26/05/2025,26/05/2025,8,On-Time
S07656,UKTools,18/05/2025,29/05/2025,29/05/2025,11,On-Time
S07657,AsiaPlast,18/05/2025,27/05/2025,27/05/2025,9,On-Time
S07658,AsiaPlast,18/05/2025,24/05/2025,27/05/2025,9,Delayed/Partial
S07659,EuroMat,18/05/2025,09/06/2025,08/06/2025,21,On-Time
S07660,AgroSupply,18/05/2025,16/06/2025,16/06/2025,29,On-Time
S07661,EuroMat,18/05/2025,15/06/2025,15/06/2025,28,On-Time
S07662,EuroMat,18/05/2025,13/06/2025,14/06/2025,27,Delayed/Partial
S07663,AgroSupply,18/05/2025,14/06/2025,15/06/2025,28,Delayed/Partial
S07664,BarnWare,18/05/2025,26/05/2025,25/05/2025,7,On-Time
S07665,EuroMat,18/05/2025,12/06/2025,12/06/2025,25,Mismatch
S07666,AgroSupply,18/05/2025,13/06/2025,14/06/2025,27,Delayed/Partial
S07667,BarnWare,18/05/2025,26/05/2025,26/05/2025,8,On-Time
S07668,AsiaPlast,18/05/2025,25/05/2025,NULL,NULL,NULL
S07669,UKTools,18/05/2025,01/06/2025,01/06/2025,14,On-Time
S07670,EuroMat,18/05/2025,12/06/2025,11/06/2025,24,On-Time
S07671,UKTools,18/05/2025,28/05/2025,29/05/2025,11,Delayed/Partial
S07672,UKTools,18/05/2025,01/06/2025,01/06/2025,14,On-Time
S07673,BarnWare,18/05/2025,29/05/2025,30/05/2025,12,Delayed/Partial
S07674,UKTools,18/05/2025,29/05/2025,29/05/2025,11,On-Time
S07675,UKTools,18/05/2025,29/05/2025,29/05/2025,11,On-Time
S07676,EuroMat,18/05/2025,10/06/2025,10/06/2025,23,On-Time
S07677,EuroMat,18/05/2025,17/06/2025,16/06/2025,29,On-Time
S07678,UKTools,18/05/2025,31/05/2025,02/06/2025,15,Delayed/Partial
S07679,AgroSupply,18/05/2025,10/06/2025,13/06/2025,26,Delayed/Partial
S07680,AsiaPlast,18/05/2025,24/05/2025,25/05/2025,7,Delayed/Partial
S07681,AgroSupply,18/05/2025,18/06/2025,18/06/2025,31,On-Time
S07682,EuroMat,18/05/2025,14/06/2025,14/06/2025,27,On-Time
S07683,EuroMat,18/05/2025,22/06/2025,22/06/2025,35,On-Time
S07684,AsiaPlast,19/05/2025,25/05/2025,25/05/2025,6,On-Time
S07685,EuroMat,19/05/2025,23/06/2025,23/06/2025,35,On-Time
S07686,UKTools,19/05/2025,28/05/2025,29/05/2025,10,Delayed/Partial
S07687,AgroSupply,19/05/2025,23/06/2025,23/06/2025,35,On-Time
S07688,UKTools,19/05/2025,31/05/2025,31/05/2025,12,On-Time
S07689,EuroMat,19/05/2025,08/06/2025,09/06/2025,21,Delayed/Partial
S07690,EuroMat,19/05/2025,14/06/2025,15/06/2025,27,Delayed/Partial
S07691,BarnWare,19/05/2025,27/05/2025,27/05/2025,8,On-Time
S07692,BarnWare,19/05/2025,28/05/2025,28/05/2025,9,On-Time
S07693,UKTools,19/05/2025,29/05/2025,30/05/2025,11,Delayed/Partial
S07694,AsiaPlast,19/05/2025,25/05/2025,26/05/2025,7,Delayed/Partial
S07695,UKTools,19/05/2025,30/05/2025,30/05/2025,11,On-Time
S07696,AsiaPlast,19/05/2025,29/05/2025,26/05/2025,7,On-Time
S07697,AsiaPlast,19/05/2025,24/05/2025,21/05/2025,2,On-Time
S07698,BarnWare,19/05/2025,27/05/2025,27/05/2025,8,On-Time
S07699,EuroMat,19/05/2025,13/06/2025,13/06/2025,25,On-Time
S07700,EuroMat,19/05/2025,10/06/2025,11/06/2025,23,Delayed/Partial
S07701,EuroMat,19/05/2025,19/06/2025,19/06/2025,31,On-Time
S07702,AgroSupply,19/05/2025,20/06/2025,20/06/2025,32,On-Time
S07703,AsiaPlast,19/05/2025,26/05/2025,26/05/2025,7,Mismatch
S07704,UKTools,19/05/2025,29/05/2025,29/05/2025,10,On-Time
S07705,AgroSupply,19/05/2025,21/06/2025,21/06/2025,33,Mismatch
S07706,AsiaPlast,19/05/2025,23/05/2025,23/05/2025,4,Mismatch
S07707,BarnWare,19/05/2025,27/05/2025,27/05/2025,8,On-Time
