shipment_id,product_id,units_ordered,units_received,unit_cost_GBP,freight_cost_GBP
S07281,Feed Buckets / Feed Tubs,3960,3960,1.28,966.65
S07282,Stable Brooms / Yard Brushes,352,352,31.87,1682.97
S07283,Rubber Matting (for stalls and walkways),598,598,29.35,409.56
S07284,Storage Bins / Feed Storage,1277,1277,34.59,358.86
S07285,Shovels / Rakes,949,949,10.72,964.11
S07286,Feed Buckets / Feed Tubs,69,69,12.45,290.14
S07287,Shovels / Rakes,1389,1389,11.38,1053.94
S07288,Stable Brooms / Yard Brushes,3003,3003,32.19,1850.48
S07289,Muck Forks / Stable Forks,1511,1511,17.72,1397.16
S07290,Feed Buckets / Feed Tubs,4282,4282,18.3,NULL
S07291,Feed Buckets / Feed Tubs,915,NULL,16.15,159.66
S07292,Stable Brooms / Yard Brushes,4995,4995,13.37,465.58
S07293,Feed Buckets / Feed Tubs,1976,1976,14.66,1583.53
S07294,Rubber Matting (for stalls and walkways),2001,2001,28.35,978.12
S07295,Stable Brooms / Yard Brushes,4219,4219,20.76,451.52
S07296,Manure Scoops,2784,2784,24.85,92.24
S07297,Feed Buckets / Feed Tubs,3057,2861,9.41,166.75
S07298,Stable Brooms / Yard Brushes,2644,2644,32,1133.35
S07299,Storage Bins / Feed Storage,1917,1917,19.57,2233.79
S07300,Stable Brooms / Yard Brushes,2386,2386,16.22,2188
S07301,Feed Buckets / Feed Tubs,819,819,26.98,1705.01
S07302,Rubber Matting (for stalls and walkways),110,110,2.72,1195.97
S07303,Shovels / Rakes,2622,2622,10.84,1044.29
S07304,Hay Nets / Hay Bags,3692,3692,15.68,1993.55
S07305,Rubber Matting (for stalls and walkways),1182,1182,9.87,871.81
S07306,Manure Scoops,4386,4386,22.32,1412.69
S07307,Stable Brooms / Yard Brushes,1040,1040,26.1,1349.49
S07308,Storage Bins / Feed Storage,1633,1633,13.86,332.65
S07309,Stable Brooms / Yard Brushes,1121,1121,33.76,2090.28
S07310,Stable Brooms / Yard Brushes,931,931,25.45,763.29
S07311,Muck Forks / Stable Forks,3878,3878,0.85,146.95
S07312,Rubber Matting (for stalls and walkways),3977,3977,26.49,1988.59
S07313,Feed Buckets / Feed Tubs,173,173,21.72,226.49
S07314,Stable Brooms / Yard Brushes,4047,4047,11.32,1366.99
S07315,Manure Scoops,4642,4642,20.53,232.33
S07316,Rubber Matting (for stalls and walkways),2040,2040,17.28,2226.47
S07317,Shovels / Rakes,2202,2202,31.87,696.96
S07318,Stable Brooms / Yard Brushes,2497,2497,32.07,989.11
S07319,Manure Scoops,3677,3677,2.9,2273.56
S07320,Rubber Matting (for stalls and walkways),4779,4779,18.5,694.69
S07321,Shovels / Rakes,1220,1220,12.03,615.93
S07322,Feed Buckets / Feed Tubs,2461,2461,34.16,1260.72
S07323,Feed Buckets / Feed Tubs,4482,4482,20.93,1184.29
S07324,Storage Bins / Feed Storage,4980,4980,10.48,2370.02
S07325,Stable Brooms / Yard Brushes,4266,4266,18.24,1589.4
S07326,Manure Scoops,1617,1617,28.64,991.67
S07327,Muck Forks / Stable Forks,552,552,17.12,2047.36
S07328,Feed Buckets / Feed Tubs,1241,1123,34.07,1128.71
S07329,Rubber Matting (for stalls and walkways),1305,1305,1.4,1862.75
S07330,Water Troughs / Water Buckets,384,384,20.79,2174.58
S07331,Rubber Matting (for stalls and walkways),2496,2496,7.6,981.16
S07332,Hay Nets / Hay Bags,3989,3989,2.28,403.29
S07333,Muck Forks / Stable Forks,261,261,23.56,1943.06
S07334,Stable Brooms / Yard Brushes,789,789,4.96,2001.96
S07335,Shovels / Rakes,3532,3532,26.38,583.01
S07336,Feed Buckets / Feed Tubs,4053,4053,18.54,1154.91
S07337,Stable Brooms / Yard Brushes,2896,2896,5.97,181.89
S07338,Manure Scoops,4954,4954,28.17,1521.16
S07339,Hay Nets / Hay Bags,2734,2734,21.96,996.51
S07340,Manure Scoops,3744,3744,4.17,2097.78
S07341,Hay Nets / Hay Bags,4131,4131,20.07,628.79
S07342,Stable Brooms / Yard Brushes,3049,3049,26.23,2146.98
S07343,Feed Buckets / Feed Tubs,3059,3059,16.92,642.5
S07344,Feed Buckets / Feed Tubs,1745,1745,20.57,1990.25
S07345,Rubber Matting (for stalls and walkways),3030,3030,3.28,568.72
S07346,Water Troughs / Water Buckets,882,882,7.28,883.76
S07347,Hay Nets / Hay Bags,2830,2830,3.39,1887.45
S07348,Water Troughs / Water Buckets,2049,2049,19.76,2133.38
S07349,Rubber Matting (for stalls and walkways),1927,1927,8.49,1211.89
S07350,Shovels / Rakes,2122,2122,21.47,892.2
S07351,Feed Buckets / Feed Tubs,4951,4951,24.33,838.74
S07352,Stable Brooms / Yard Brushes,4992,4992,4.51,387.06
S07353,Stable Brooms / Yard Brushes,711,711,20.47,1210.01
S07354,Manure Scoops,977,972,16.67,1909.33
S07355,Stable Brooms / Yard Brushes,601,601,8.27,1582.61
S07356,Muck Forks / Stable Forks,4601,4601,2.76,1604.69
S07357,Stable Brooms / Yard Brushes,2792,2792,29.98,1369.72
S07358,Feed Buckets / Feed Tubs,4676,4676,26.46,1285.53
S07359,Storage Bins / Feed Storage,2178,2178,5.62,877.68
S07360,Stable Brooms / Yard Brushes,4755,4755,18.09,1962.64
S07361,Hay Nets / Hay Bags,4284,4284,18,787.21
S07362,Stable Brooms / Yard Brushes,50,50,29.26,1084.21
S07363,Feed Buckets / Feed Tubs,3646,3646,30.74,1941.66
S07364,Storage Bins / Feed Storage,1336,1336,13.66,1764.2
S07365,Rubber Matting (for stalls and walkways),1471,1471,4.74,1287.15
S07366,Feed Buckets / Feed Tubs,1672,1672,3.32,1497.87
S07367,Stable Brooms / Yard Brushes,2587,2587,16.05,2310.6
S07368,Feed Buckets / Feed Tubs,1329,1329,29.67,1394.28
S07369,Hay Nets / Hay Bags,1900,1900,25.55,1226.33
S07370,Manure Scoops,2650,2650,6.44,1924.71
S07371,Hay Nets / Hay Bags,1391,1391,23.01,202.24
S07372,Shovels / Rakes,3618,3618,26.96,655.82
S07373,Feed Buckets / Feed Tubs,3848,3848,31.33,2068.15
S07374,Feed Buckets / Feed Tubs,3286,3286,25,554.12
S07375,Water Troughs / Water Buckets,3870,3870,15.55,1912.19
S07376,Stable Brooms / Yard Brushes,1279,1240,33.34,336.38
S07377,Muck Forks / Stable Forks,1584,1584,11.13,496.09
S07378,Shovels / Rakes,2245,2245,18.8,1629.33
S07379,Storage Bins / Feed Storage,4831,4831,1.74,1365.32
S07380,Storage Bins / Feed Storage,89,89,5.15,2432.67
S07381,Muck Forks / Stable Forks,2539,2539,23.95,2147.97
S07382,Shovels / Rakes,1439,1439,4.54,2358.55
S07383,Stable Brooms / Yard Brushes,4720,4720,3.12,52.25
S07384,Muck Forks / Stable Forks,1216,1216,28.71,139.39
S07385,Stable Brooms / Yard Brushes,3824,3824,14.47,1788.89
S07386,Rubber Matting (for stalls and walkways),1953,1953,33.73,1365.17
S07387,Manure Scoops,4753,4753,32.48,794.27
S07388,Storage Bins / Feed Storage,2939,2939,24.45,1982.37
S07389,Water Troughs / Water Buckets,972,972,8.08,858.51
S07390,Storage Bins / Feed Storage,3518,3518,33.4,820
S07391,Feed Buckets / Feed Tubs,97,97,17.37,1806.99
S07392,Storage Bins / Feed Storage,3770,3770,7.63,1956.89
S07393,Hay Nets / Hay Bags,4026,4026,2.15,594.87
S07394,Hay Nets / Hay Bags,4139,4139,23.65,2128.75
S07395,Muck Forks / Stable Forks,3138,3138,26.67,2341.6
S07396,Feed Buckets / Feed Tubs,4859,4859,6.81,663.1
S07397,Muck Forks / Stable Forks,3943,3943,2.32,1296.33
S07398,Feed Buckets / Feed Tubs,709,709,23.23,505.22
S07399,Manure Scoops,4806,4806,3.71,1500.19
S07400,Stable Brooms / Yard Brushes,127,127,14.03,1683.99
S07401,Manure Scoops,2435,2435,12.72,1898.88
S07402,Stable Brooms / Yard Brushes,3139,3139,29.54,468.57
S07403,Feed Buckets / Feed Tubs,4005,4005,29.8,1475.9
S07404,Storage Bins / Feed Storage,2472,2472,17.11,310.64
S07405,Shovels / Rakes,2123,1988,24.27,2406.13
S07406,Manure Scoops,3281,3281,30.99,2404.46
S07407,Storage Bins / Feed Storage,2843,2843,18.5,1535.11
S07408,Manure Scoops,2373,2373,27.48,285.95
S07409,Stable Brooms / Yard Brushes,1848,1848,12.08,1671.41
S07410,Muck Forks / Stable Forks,4446,4446,20.39,1571.22
S07411,Shovels / Rakes,3754,3754,23.96,68.31
S07412,Muck Forks / Stable Forks,1770,1770,3.55,74.25
S07413,Manure Scoops,1403,1403,5.7,705.57
S07414,Stable Brooms / Yard Brushes,3502,3502,24.35,1417.06
S07415,Manure Scoops,197,197,1.84,1320.27
S07416,Water Troughs / Water Buckets,1604,1604,25.76,630.25
S07417,Stable Brooms / Yard Brushes,1875,1875,6.38,120.55
S07418,Manure Scoops,1168,1151,18.13,1241.38
S07419,Muck Forks / Stable Forks,1542,1542,3.96,1517.01
S07420,Rubber Matting (for stalls and walkways),3024,3024,26.77,1771.11
S07421,Water Troughs / Water Buckets,3225,3225,9.39,2265.38
S07422,Muck Forks / Stable Forks,4089,4089,16.4,865.85
S07423,Water Troughs / Water Buckets,4860,4860,10.96,1337.02
S07424,Manure Scoops,3029,3029,17.03,1605.2
S07425,Storage Bins / Feed Storage,3567,3567,26.88,375.23
S07426,Shovels / Rakes,4126,4126,17.87,481.83
S07427,Feed Buckets / Feed Tubs,2352,2352,34.94,1092.68
S07428,Muck Forks / Stable Forks,2054,2054,9.43,2084.99
S07429,Storage Bins / Feed Storage,4583,4583,9.71,1111.08
S07430,Feed Buckets / Feed Tubs,2227,2227,32.61,499.35
S07431,Shovels / Rakes,3085,3085,8.56,906.97
S07432,Feed Buckets / Feed Tubs,2763,2763,27.95,1402.11
S07433,Hay Nets / Hay Bags,3418,3418,26.27,2024.93
S07434,Stable Brooms / Yard Brushes,131,131,34.35,1377.29
S07435,Shovels / Rakes,4637,4637,20.38,373.02
S07436,Muck Forks / Stable Forks,839,839,32.82,1149.19
S07437,Stable Brooms / Yard Brushes,3235,3235,33.06,1506.08
S07438,Muck Forks / Stable Forks,3858,3858,15.15,2387.47
S07439,Shovels / Rakes,3790,3790,9.82,230.32
S07440,Feed Buckets / Feed Tubs,503,503,32.43,282.25
S07441,Muck Forks / Stable Forks,819,819,7.52,1290.04
S07442,Shovels / Rakes,4286,4286,19.04,1553.16
S07443,Storage Bins / Feed Storage,3629,3629,26.07,70.48
S07444,Shovels / Rakes,3084,3084,23.34,100.88
S07445,Muck Forks / Stable Forks,4001,4001,31.45,53.08
S07446,Feed Buckets / Feed Tubs,2782,2782,18.55,1294.6
S07447,Manure Scoops,3196,3196,32,334.35
S07448,Shovels / Rakes,795,795,6.33,1223.55
S07449,Hay Nets / Hay Bags,3371,3371,1.84,2443.23
S07450,Water Troughs / Water Buckets,4118,4118,20.37,2170.51
S07451,Water Troughs / Water Buckets,2846,2846,15.31,1695.82
S07452,Storage Bins / Feed Storage,3902,3902,1.35,579.99
S07453,Shovels / Rakes,1232,1232,26.27,1706.51
S07454,Rubber Matting (for stalls and walkways),580,580,11.63,1326.49
S07455,Storage Bins / Feed Storage,2271,2271,14.07,1710.84
S07456,Water Troughs / Water Buckets,1691,1691,11.67,1373.47
S07457,Rubber Matting (for stalls and walkways),746,746,25.83,898.61
S07458,Manure Scoops,1744,1744,34.32,328.4
S07459,Stable Brooms / Yard Brushes,3206,3206,26.56,1397.04
S07460,Water Troughs / Water Buckets,174,NULL,16.95,301.5
S07461,Muck Forks / Stable Forks,1701,1701,9.05,902.72
S07462,Feed Buckets / Feed Tubs,3886,3886,9.48,1795.92
S07463,Manure Scoops,1328,1328,32.16,884.62
S07464,Rubber Matting (for stalls and walkways),3832,3832,11.52,478.71
S07465,Water Troughs / Water Buckets,3316,3316,19.54,537.08
S07466,Feed Buckets / Feed Tubs,1007,1007,14.63,582.23
S07467,Storage Bins / Feed Storage,387,387,7.11,2369.27
S07468,Hay Nets / Hay Bags,346,346,30.82,1561.7
S07469,Muck Forks / Stable Forks,4873,4675,12.95,542.24
S07470,Muck Forks / Stable Forks,4021,4021,28.22,2431.03
S07471,Rubber Matting (for stalls and walkways),4774,4774,22.48,1575.31
S07472,Hay Nets / Hay Bags,4826,4826,29.19,585.55
S07473,Stable Brooms / Yard Brushes,3809,3809,25.79,2157.29
S07474,Shovels / Rakes,4156,4156,8.64,2466.48
S07475,Storage Bins / Feed Storage,2810,2810,33.24,2419.43
S07476,Manure Scoops,1645,1645,21.1,522.6
S07477,Muck Forks / Stable Forks,3426,3426,28.59,1587.86
S07478,Stable Brooms / Yard Brushes,1070,1070,33.63,629.55
S07479,Hay Nets / Hay Bags,519,519,32.05,256.57
S07480,Manure Scoops,290,290,7.1,350.56
S07481,Hay Nets / Hay Bags,1381,1381,28.99,404.76
S07482,Hay Nets / Hay Bags,3196,3196,27.1,362.86
S07483,Storage Bins / Feed Storage,1853,1853,33.81,797.94
S07484,Stable Brooms / Yard Brushes,3185,3185,3.26,855.51
S07485,Shovels / Rakes,2027,2027,4.27,723.57
S07486,Feed Buckets / Feed Tubs,3406,3406,5.06,1567.8
S07487,Stable Brooms / Yard Brushes,4855,4855,7.27,701.38
S07488,Water Troughs / Water Buckets,487,487,19.98,1839.53
S07489,Manure Scoops,4808,4808,25.82,1837.57
S07490,Hay Nets / Hay Bags,398,398,7.55,659.69
S07491,Feed Buckets / Feed Tubs,1930,1930,11.13,1151.51
S07492,Hay Nets / Hay Bags,3023,3023,9.75,1215.63
S07493,Manure Scoops,578,578,29.54,107.55
S07494,Shovels / Rakes,4036,4036,22.34,58.01
S07495,Muck Forks / Stable Forks,1034,1034,25.95,116.86
S07496,Water Troughs / Water Buckets,2784,2784,32.01,1016.7
S07497,Stable Brooms / Yard Brushes,4466,4466,19.44,2434.24
S07498,Muck Forks / Stable Forks,1572,1572,24.36,1801.14
S07499,Manure Scoops,4868,4868,28.95,115.01
S07500,Storage Bins / Feed Storage,1063,1063,6.12,1585.85
S07501,Water Troughs / Water Buckets,4331,4331,8.67,2245.09
S07502,Muck Forks / Stable Forks,3933,3933,34.5,1324.66
S07503,Rubber Matting (for stalls and walkways),409,409,18.74,366.75
S07504,Stable Brooms / Yard Brushes,3916,3916,14.81,1636.59
S07505,Manure Scoops,574,574,18.16,2158.22
S07506,Hay Nets / Hay Bags,254,254,27.48,618.22
S07507,Shovels / Rakes,3143,3143,34.27,1230.69
S07508,Stable Brooms / Yard Brushes,2198,2198,NULL,826.77
S07509,Hay Nets / Hay Bags,1821,1821,19.54,569.72
S07510,Muck Forks / Stable Forks,2768,2768,3.92,1092.36
S07511,Stable Brooms / Yard Brushes,3256,3256,3.39,1291.96
S07512,Shovels / Rakes,3918,3918,8.63,729.17
S07513,Shovels / Rakes,4832,4832,12,1065.71
S07514,Muck Forks / Stable Forks,3347,3347,32.27,1645.79
S07515,Manure Scoops,3312,3312,17.96,1685.03
S07516,Feed Buckets / Feed Tubs,287,287,25.1,2030.14
S07517,Feed Buckets / Feed Tubs,1636,1636,4.92,1063.71
S07518,Shovels / Rakes,3896,3896,31.66,450.21
S07519,Hay Nets / Hay Bags,939,939,28.17,1650.47
S07520,Storage Bins / Feed Storage,1988,1988,4.2,1713.84
S07521,Feed Buckets / Feed Tubs,3352,3352,22.44,1894.12
S07522,Water Troughs / Water Buckets,2449,2449,16.09,2476.05
S07523,Stable Brooms / Yard Brushes,2377,2340,30.69,1346.25
S07524,Storage Bins / Feed Storage,1441,1441,20.64,1563.61
S07525,Storage Bins / Feed Storage,3735,3735,26.79,1065.07
S07526,Stable Brooms / Yard Brushes,3185,3185,4.5,1186.05
S07527,Muck Forks / Stable Forks,1986,1986,7.3,100.52
S07528,Manure Scoops,134,134,7.2,2228.6
S07529,Shovels / Rakes,1852,1852,31.98,1769.1
S07530,Muck Forks / Stable Forks,3937,3937,0.96,1089.76
S07531,Muck Forks / Stable Forks,3673,3673,18.17,1569.28
S07532,Muck Forks / Stable Forks,1545,1545,21.53,1571.82
S07533,Feed Buckets / Feed Tubs,4821,4821,20.83,1265.32
S07534,Storage Bins / Feed Storage,599,599,30.74,776.61
S07535,Manure Scoops,451,451,25.08,2209.14
S07536,Hay Nets / Hay Bags,88,88,18.18,599.82
S07537,Water Troughs / Water Buckets,1998,1998,29.41,1916.31
S07538,Storage Bins / Feed Storage,1159,1159,16.76,483.99
S07539,Storage Bins / Feed Storage,483,483,22.01,2251.15
S07540,Muck Forks / Stable Forks,3777,3777,29.24,107.25
S07541,Muck Forks / Stable Forks,223,223,18.65,1691
S07542,Muck Forks / Stable Forks,2892,2892,9.31,2460.23
S07543,Rubber Matting (for stalls and walkways),4101,4101,5.33,246.15
S07544,Shovels / Rakes,2390,2390,11.08,826.77
S07545,Water Troughs / Water Buckets,4787,4787,15.13,596.44
S07546,Shovels / Rakes,558,558,30.84,1873.56
S07547,Shovels / Rakes,233,233,26.34,1816.34
S07548,Feed Buckets / Feed Tubs,1076,1076,7.86,277.34
S07549,Shovels / Rakes,2690,2690,4.84,1152.15
S07550,Shovels / Rakes,3555,3555,21.77,1264.85
S07551,Stable Brooms / Yard Brushes,2071,2071,17.33,200.56
S07552,Shovels / Rakes,2153,2153,29.58,1461.56
S07553,Manure Scoops,2024,2024,29.36,828.05
S07554,Feed Buckets / Feed Tubs,591,591,28.26,1862.11
S07555,Water Troughs / Water Buckets,1345,1345,23.15,2474.27
S07556,Feed Buckets / Feed Tubs,552,497,32.83,1755.11
S07557,Stable Brooms / Yard Brushes,1528,1528,22.89,1335.89
S07558,Muck Forks / Stable Forks,270,270,5.18,855.2
S07559,Storage Bins / Feed Storage,3555,3555,8.38,1422.69
S07560,Shovels / Rakes,404,NULL,24.85,1309.77
S07561,Shovels / Rakes,4248,4248,21.59,777.96
S07562,Stable Brooms / Yard Brushes,3891,3891,12.32,1879.02
S07563,Muck Forks / Stable Forks,3048,3048,19.18,274.31
S07564,Rubber Matting (for stalls and walkways),1123,1123,12.71,1927.82
S07565,Stable Brooms / Yard Brushes,243,217,19.99,889.98
S07566,Muck Forks / Stable Forks,3330,3330,9.81,1179.29
S07567,Muck Forks / Stable Forks,565,565,16.53,77.3
S07568,Storage Bins / Feed Storage,4452,4452,15.34,2202.65
S07569,Shovels / Rakes,2858,2858,10.64,1484.63
S07570,Manure Scoops,4990,4990,30.33,247.58
S07571,Manure Scoops,4714,4714,15.04,52.71
S07572,Water Troughs / Water Buckets,4678,4678,33.69,1176.83
S07573,Rubber Matting (for stalls and walkways),1859,1859,20.65,2452.8
S07574,Hay Nets / Hay Bags,3915,3915,13.29,1791.38
S07575,Manure Scoops,2408,2408,31.99,324.12
S07576,Manure Scoops,1621,1621,30.59,840.2
S07577,Manure Scoops,2129,2129,9.59,2394.9
S07578,Feed Buckets / Feed Tubs,450,421,13.26,2453.88
S07579,Feed Buckets / Feed Tubs,733,733,14.72,785.75
S07580,Feed Buckets / Feed Tubs,3451,3451,20.32,2212.29
S07581,Stable Brooms / Yard Brushes,1197,1197,3.36,1167.47
S07582,Hay Nets / Hay Bags,325,325,25.77,1246.39
S07583,Shovels / Rakes,3041,3041,21.46,233.63
S07584,Manure Scoops,1351,1351,6.26,620.58
S07585,Storage Bins / Feed Storage,4148,4148,13.31,775.9
S07586,Feed Buckets / Feed Tubs,2701,2701,32.62,2329.05
S07587,Feed Buckets / Feed Tubs,657,657,14.94,741.84
S07588,Storage Bins / Feed Storage,3875,3875,4.3,1824.17
S07589,Rubber Matting (for stalls and walkways),255,255,33.09,2010.7
S07590,Shovels / Rakes,1169,1169,18.33,1410.26
S07591,Manure Scoops,2065,2065,4.33,258.76
S07592,Stable Brooms / Yard Brushes,3651,3651,18.49,2468.87
S07593,Feed Buckets / Feed Tubs,4189,4189,22.42,1166.14
S07594,Stable Brooms / Yard Brushes,944,944,0.89,414.8
S07595,Rubber Matting (for stalls and walkways),839,839,2.82,2240.11
S07596,Muck Forks / Stable Forks,3845,3845,25.54,2481.92
S07597,Storage Bins / Feed Storage,196,196,9.3,561.15
S07598,Feed Buckets / Feed Tubs,1976,1976,28.48,535.43
S07599,Storage Bins / Feed Storage,2299,2299,25.53,308.87
S07600,Stable Brooms / Yard Brushes,753,753,28.16,776.84
S07601,Feed Buckets / Feed Tubs,1395,1395,6.43,400.76
S07602,Hay Nets / Hay Bags,2636,2636,3.18,2281.66
S07603,Shovels / Rakes,2290,2290,20.17,2295.61
S07604,Storage Bins / Feed Storage,3073,3073,23.4,969.46
S07605,Hay Nets / Hay Bags,3337,3337,32.54,1656.06
S07606,Feed Buckets / Feed Tubs,4034,4034,31,1780.25
S07607,Storage Bins / Feed Storage,2592,2592,4.34,961.67
S07608,Manure Scoops,4004,4004,26.59,146.54
S07609,Muck Forks / Stable Forks,2576,2576,20.16,1506.65
S07610,Manure Scoops,2647,2560,15.02,1308.35
S07611,Stable Brooms / Yard Brushes,4444,4444,31.25,295.57
S07612,Water Troughs / Water Buckets,3804,3804,30.23,2016.87
S07613,Manure Scoops,4873,4873,16.79,466.42
S07614,Stable Brooms / Yard Brushes,413,413,11.63,2223.69
S07615,Stable Brooms / Yard Brushes,1916,1916,22.09,1170.79
S07616,Stable Brooms / Yard Brushes,142,142,22.32,2321.85
S07617,Water Troughs / Water Buckets,4394,4394,14.56,1967.55
S07618,Manure Scoops,173,173,27.15,1442.99
S07619,Hay Nets / Hay Bags,4284,4284,7.56,1792.69
S07620,Rubber Matting (for stalls and walkways),4837,4837,8.7,1046.57
S07621,Manure Scoops,1003,1003,17.03,58.57
S07622,Water Troughs / Water Buckets,982,982,5.19,1943.88
S07623,Feed Buckets / Feed Tubs,2409,2189,35,1946.11
S07624,Storage Bins / Feed Storage,246,246,30.69,1813.49
S07625,Water Troughs / Water Buckets,1414,1414,2.9,1792.41
S07626,Feed Buckets / Feed Tubs,657,657,0.84,2422.19
S07627,Stable Brooms / Yard Brushes,3622,3622,13.61,816.37
S07628,Water Troughs / Water Buckets,4307,4307,34.79,1651.07
S07629,Water Troughs / Water Buckets,2208,NULL,30.97,1431.87
S07630,Feed Buckets / Feed Tubs,4962,4962,13.63,2116.89
S07631,Rubber Matting (for stalls and walkways),2277,2277,9.25,1581.32
S07632,Stable Brooms / Yard Brushes,2099,2099,27.2,49.38
S07633,Feed Buckets / Feed Tubs,4882,4882,16.3,1048.38
S07634,Water Troughs / Water Buckets,2502,2502,5.14,43.35
S07635,Manure Scoops,1184,1184,20.59,822.11
S07636,Manure Scoops,3311,3311,10.89,2343.08
S07637,Storage Bins / Feed Storage,236,236,13.02,1255.52
S07638,Feed Buckets / Feed Tubs,901,901,27.91,346.84
S07639,Hay Nets / Hay Bags,3098,3098,6.13,497.06
S07640,Rubber Matting (for stalls and walkways),1729,1729,34.43,348.17
S07641,Stable Brooms / Yard Brushes,1933,1933,21.04,1393.79
S07642,Feed Buckets / Feed Tubs,681,681,7.83,375.17
S07643,Manure Scoops,3932,3932,33.73,2265.49
S07644,Hay Nets / Hay Bags,1874,1775,27.36,1538.2
S07645,Feed Buckets / Feed Tubs,2333,2333,19.38,2422.6
S07646,Feed Buckets / Feed Tubs,1034,1034,14.26,1795.96
S07647,Shovels / Rakes,145,145,11.77,114.79
S07648,Muck Forks / Stable Forks,1839,1839,1.26,2031.58
S07649,Rubber Matting (for stalls and walkways),4220,4220,8.3,1096.71
S07650,Rubber Matting (for stalls and walkways),278,278,34.52,426.89
S07651,Muck Forks / Stable Forks,646,646,3.66,818.12
S07652,Manure Scoops,3598,3598,23.47,1865.67
S07653,Manure Scoops,3138,3138,1.37,209.32
S07654,Rubber Matting (for stalls and walkways),3639,3639,23.04,1069.72
S07655,Feed Buckets / Feed Tubs,3568,3568,1.21,2048.68
S07656,Manure Scoops,3869,3869,8.22,609.69
S07657,Hay Nets / Hay Bags,2776,2776,1.63,1138.98
S07658,Storage Bins / Feed Storage,4782,4782,13.07,2162.26
S07659,Stable Brooms / Yard Brushes,4763,4763,22.38,1870
S07660,Shovels / Rakes,3570,3570,17.9,1155.86
S07661,Feed Buckets / Feed Tubs,2865,2865,1.61,1046.56
S07662,Rubber Matting (for stalls and walkways),2937,2937,26.87,228.54
S07663,Shovels / Rakes,3791,3791,2.84,120.32
S07664,Stable Brooms / Yard Brushes,3122,3122,27.57,1481.92
S07665,Feed Buckets / Feed Tubs,4560,4099,26.21,1920.5
S07666,Shovels / Rakes,1605,1605,5.25,1663.9
S07667,Manure Scoops,2335,2335,15.32,1689.72
S07668,Feed Buckets / Feed Tubs,913,913,21.06,2401.83
S07669,Stable Brooms / Yard Brushes,3799,3799,2.87,351.42
S07670,Storage Bins / Feed Storage,3791,3791,25.06,1484.02
S07671,Stable Brooms / Yard Brushes,4264,4264,25.79,2246.11
S07672,Stable Brooms / Yard Brushes,4724,4724,25.23,1958.56
S07673,Manure Scoops,1529,1529,21.36,2191.49
S07674,Shovels / Rakes,419,419,11.16,978.05
S07675,Shovels / Rakes,4633,4633,18.61,1633.41
S07676,Stable Brooms / Yard Brushes,4448,4448,15.15,NULL
S07677,Rubber Matting (for stalls and walkways),397,397,27.75,833.57
S07678,Stable Brooms / Yard Brushes,566,566,4.25,162.93
S07679,Shovels / Rakes,117,117,18.66,373.22
S07680,Feed Buckets / Feed Tubs,1328,1328,6.74,1033.43
S07681,Muck Forks / Stable Forks,1050,1050,4.93,2404.92
S07682,Rubber Matting (for stalls and walkways),326,326,29.37,2000.54
S07683,Feed Buckets / Feed Tubs,216,216,2.64,2204.91
S07684,Feed Buckets / Feed Tubs,3081,3081,32.88,1616.43
S07685,Storage Bins / Feed Storage,188,188,5.73,1759.31
S07686,Manure Scoops,3720,3720,30.69,2112.41
S07687,Muck Forks / Stable Forks,3466,3466,22.23,1054.45
S07688,Shovels / Rakes,3035,3035,14.88,2054.22
S07689,Stable Brooms / Yard Brushes,2979,2979,14.95,2427.03
S07690,Rubber Matting (for stalls and walkways),442,442,1.53,1440.43
S07691,Water Troughs / Water Buckets,3489,3489,30.44,835.17
S07692,Water Troughs / Water Buckets,452,452,28.06,750.28
S07693,Shovels / Rakes,2721,2721,11.2,1715.77
S07694,Feed Buckets / Feed Tubs,4847,4847,9.48,2187.55
S07695,Manure Scoops,4843,4843,10.11,2372.5
S07696,Water Troughs / Water Buckets,564,564,13.73,673.26
S07697,Water Troughs / Water Buckets,3162,3162,7.28,1611.35
S07698,Water Troughs / Water Buckets,4063,4063,14.1,1963.65
S07699,Stable Brooms / Yard Brushes,3230,3230,3.9,295.07
S07700,Stable Brooms / Yard Brushes,4102,4102,11.63,1595.05
S07701,Feed Buckets / Feed Tubs,3262,3262,5.95,173.51
S07702,Muck Forks / Stable Forks,1552,1552,1.82,126.53
S07703,Feed Buckets / Feed Tubs,1329,1269,5.25,1182.28
S07704,Muck Forks / Stable Forks,3464,3464,32.27,858.8
S07705,Muck Forks / Stable Forks,2197,2104,3.87,1239.63
S07706,Water Troughs / Water Buckets,4753,4527,19.28,786.48
S07707,Stable Brooms / Yard Brushes,3420,3420,6.69,1697.56
S07708,Muck Forks / Stable Forks,3827,3827,31.64,1672.33
S07709,Shovels / Rakes,400,400,34.3,2143.42
S07710,Feed Buckets / Feed Tubs,2747,2479,21.63,760.89
S07711,Hay Nets / Hay Bags,4289,4289,31.61,1006.9
S07712,Shovels / Rakes,463,463,9.98,2266.93
S07713,Water Troughs / Water Buckets,3162,3162,33.74,1859.99
S07714,Storage Bins / Feed Storage,3514,3514,13.88,905.75
S07715,Muck Forks / Stable Forks,4152,4152,9.76,2257.48
S07716,Shovels / Rakes,3904,3904,1.47,602.6
S07717,Shovels / Rakes,162,162,2.08,2376.39
S07718,Stable Brooms / Yard Brushes,2260,2260,33.56,2020.45
